text,char_count,word_count,last_word
"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Consectetur reprehenderit rerum aut aliquam adipisci atque ducimus velit tempore, modi cumque officia fugit iure quaerat neque omnis reprehenderit odit? Dolores maxime sunt ipsa repellat",633,94,repellat
"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Consectetur reprehenderit rerum aut aliquam adipisci atque ducimus velit tempore, modi cumque officia fugit iure quaerat neque omnis reprehenderit odit? Dolores maxime sunt ipsa repellat asperiores,",645,95,"asperiores,"
"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Consectetur reprehenderit rerum aut aliquam adipisci atque ducimus velit tempore, modi cumque officia fugit iure quaerat neque omnis reprehenderit odit? Dolores maxime sunt ipsa repellat asperiores, autem",651,96,autem
"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Consectetur reprehenderit rerum aut aliquam adipisci atque ducimus velit tempore, modi cumque officia fugit iure quaerat neque omnis reprehenderit odit? Dolores maxime sunt ipsa repellat asperiores, autem eum",655,97,eum
"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Consectetur reprehenderit rerum aut aliquam adipisci atque ducimus velit tempore, modi cumque officia fugit iure quaerat neque omnis reprehenderit odit? Dolores maxime sunt ipsa repellat asperiores, autem eum natus",661,98,natus
"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Consectetur reprehenderit rerum aut aliquam adipisci atque ducimus velit tempore, modi cumque officia fugit iure quaerat neque omnis reprehenderit odit? Dolores maxime sunt ipsa repellat asperiores, autem eum natus quas",666,99,quas
"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Consectetur reprehenderit rerum aut aliquam adipisci atque ducimus velit tempore, modi cumque officia fugit iure quaerat neque omnis reprehenderit odit? Dolores maxime sunt ipsa repellat asperiores, autem eum natus quas exercitationem,",682,100,"exercitationem,"
"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Consectetur reprehenderit rerum aut aliquam adipisci atque ducimus velit tempore, modi cumque officia fugit iure quaerat neque omnis reprehenderit odit? Dolores maxime sunt ipsa repellat asperiores, autem eum natus quas exercitationem, eum",686,101,eum
"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Consectetur reprehenderit rerum aut aliquam adipisci atque ducimus velit tempore, modi cumque officia fugit iure quaerat neque omnis reprehenderit odit? Dolores maxime sunt ipsa repellat asperiores, autem eum natus quas exercitationem, eum dolores",694,102,dolores
"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Consectetur reprehenderit rerum aut aliquam adipisci atque ducimus velit tempore, modi cumque officia fugit iure quaerat neque omnis reprehenderit odit? Dolores maxime sunt ipsa repellat asperiores, autem eum natus quas exercitationem, eum dolores odio",699,103,odio
"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Consectetur reprehenderit rerum aut aliquam adipisci atque ducimus velit tempore, modi cumque officia fugit iure quaerat neque omnis reprehenderit odit? Dolores maxime sunt ipsa repellat asperiores, autem eum natus quas exercitationem, eum dolores odio corrupti",708,104,corrupti
"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Consectetur reprehenderit rerum aut aliquam adipisci atque ducimus velit tempore, modi cumque officia fugit iure quaerat neque omnis reprehenderit odit? Dolores maxime sunt ipsa repellat asperiores, autem eum natus quas exercitationem, eum dolores odio corrupti cupiditate",719,105,cupiditate
"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Consectetur reprehenderit rerum aut aliquam adipisci atque ducimus velit tempore, modi cumque officia fugit iure quaerat neque omnis reprehenderit odit? Dolores maxime sunt ipsa repellat asperiores, autem eum natus quas exercitationem, eum dolores odio corrupti cupiditate deleniti",728,106,deleniti
"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Consectetur reprehenderit rerum aut aliquam adipisci atque ducimus velit tempore, modi cumque officia fugit iure quaerat neque omnis reprehenderit odit? Dolores maxime sunt ipsa repellat asperiores, autem eum natus quas exercitationem, eum dolores odio corrupti cupiditate deleniti fugiat",735,107,fugiat
"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Consectetur reprehenderit rerum aut aliquam adipisci atque ducimus velit tempore, modi cumque officia fugit iure quaerat neque omnis reprehenderit odit? Dolores maxime sunt ipsa repellat asperiores, autem eum natus quas exercitationem, eum dolores odio corrupti cupiditate deleniti fugiat illum",741,108,illum
"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Consectetur reprehenderit rerum aut aliquam adipisci atque ducimus velit tempore, modi cumque officia fugit iure quaerat neque omnis reprehenderit odit? Dolores maxime sunt ipsa repellat asperiores, autem eum natus quas exercitationem, eum dolores odio corrupti cupiditate deleniti fugiat illum maiores",749,109,maiores
"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Consectetur reprehenderit rerum aut aliquam adipisci atque ducimus velit tempore, modi cumque officia fugit iure quaerat neque omnis reprehenderit odit? Dolores maxime sunt ipsa repellat asperiores, autem eum natus quas exercitationem, eum dolores odio corrupti cupiditate deleniti fugiat illum maiores quae,",755,110,"quae,"
"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Consectetur reprehenderit rerum aut aliquam adipisci atque ducimus velit tempore, modi cumque officia fugit iure quaerat neque omnis reprehenderit odit? Dolores maxime sunt ipsa repellat asperiores, autem eum natus quas exercitationem, eum dolores odio corrupti cupiditate deleniti fugiat illum maiores quae, minus",761,111,minus
"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Consectetur reprehenderit rerum aut aliquam adipisci atque ducimus velit tempore, modi cumque officia fugit iure quaerat neque omnis reprehenderit odit? Dolores maxime sunt ipsa repellat asperiores, autem eum natus quas exercitationem, eum dolores odio corrupti cupiditate deleniti fugiat illum maiores quae, minus architecto",772,112,architecto
"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Consectetur reprehenderit rerum aut aliquam adipisci atque ducimus velit tempore, modi cumque officia fugit iure quaerat neque omnis reprehenderit odit? Dolores maxime sunt ipsa repellat asperiores, autem eum natus quas exercitationem, eum dolores odio corrupti cupiditate deleniti fugiat illum maiores quae, minus architecto maiores",780,113,maiores
"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Consectetur reprehenderit rerum aut aliquam adipisci atque ducimus velit tempore, modi cumque officia fugit iure quaerat neque omnis reprehenderit odit? Dolores maxime sunt ipsa repellat asperiores, autem eum natus quas exercitationem, eum dolores odio corrupti cupiditate deleniti fugiat illum maiores quae, minus architecto maiores dolore",787,114,dolore
